Accession	Title	Series Type	Taxonomy	Sample Count	Datasets	Supplementary Types	Supplementary Links	PubMed ID	SRA Accession	Contact	Release Date
GSE62473	"Transriptome analysis of VCAP and CWR22-Pc cell lines after concomittant treatment with androgen with bicalutamide and enzalutamide"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62473/suppl"			"Yu Chen"	"Oct 01, 2015"
GSE64698	"Acyl-CoA synthetase 1 in differentiated adipocytes from small for gestational age neonates: Putative association with fetal programming of cellular insulin sensitivity and lipid content [ACSL1_knockdown]"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64698/suppl"	25915184		"Jeremie Poschmann"	"Oct 01, 2015"
GSE64699	"Acyl-CoA synthetase 1 in differentiated adipocytes from small for gestational age neonates: Putative association with fetal programming of cellular insulin sensitivity and lipid content [Set1B: adipogenesis data from year 2012]"	"Expression profiling by array"	"Homo sapiens"	28		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64699/suppl"	25915184		"Jeremie Poschmann"	"Oct 01, 2015"
GSE64700	"Acyl-CoA synthetase 1 in differentiated adipocytes from small for gestational age neonates: Putative association with fetal programming of cellular insulin sensitivity and lipid content"	"Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by array"	"Homo sapiens"	66				25915184		"Jeremie Poschmann"	"Oct 01, 2015"
GSE65271	"Hypoxia induced HIF-1/HIF-2 activity alters trophoblast transcriptional regulation and promotes invasion"	"Expression profiling by array"	"Homo sapiens"	18		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE65nnn/GSE65271/suppl"	26531845		"Sam Buckberry"	"Oct 01, 2015"
GSE65813	"Identification of Liver Receptor Homologue-1 (LRH-1)-regulated genes in HCT116 colorectal cancer cells"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE65nnn/GSE65813/suppl"	26400164		"Holly Barbara Kramer"	"Oct 01, 2015"
GSE65814	"Identification of Liver Receptor Homologue-1 (LRH-1)-regulated genes in HT29 colorectal cancer cells"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE65nnn/GSE65814/suppl"	26400164		"Holly Barbara Kramer"	"Oct 01, 2015"
GSE65815	"Identification of Liver Receptor Homologue-1 (LRH-1)-regulated genes in colorectal cancer cells"	"Expression profiling by array"	"Homo sapiens"	24				26400164		"Holly Barbara Kramer"	"Oct 01, 2015"
GSE69005	"Rapid expansion of human epithelial stem cells suitable for airway tissue engineering"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69005/suppl"	26840431		"Vitor H Teixeira"	"Oct 01, 2015"
GSE69668	"Cartilage Oligomeric Matrix Protein (COMP) contributes to the development and metastasis of breast cancer"	"Expression profiling by array"	"Homo sapiens"	14		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69668/suppl"			"Petter Storm"	"Oct 01, 2015"
GSE71297	"LncRNA HOTAIR enhances ER signaling and confers tamoxifen resistance in breast cancer [array]"	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71297/suppl"	26364613		"Jindan Yu"	"Oct 01, 2015"
GSE71298	"LncRNA HOTAIR enhances ER signaling and confers tamoxifen resistance in breast cancer"	"Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	8		"BEDGRAPH"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71298/suppl"	26364613		"Jindan Yu"	"Oct 01, 2015"
GSE49348	"A novel function for the melanocortin 1 receptor: positive regulation of cell migration in human artery endothelial cells"	"Expression profiling by array"	"Homo sapiens"	48		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49348/suppl"	26613582		"Gualtiero Ivanoe Colombo"	"Sep 30, 2015"
GSE51067	"nc886, a noncoding RNA of anti-proliferative role, is suppressed by CpG DNA methylation in human gastric cancer"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51067/suppl"			"Sangbae Kim"	"Sep 30, 2015"
GSE55695	"Genome-wide analysis of gene expression in endothelial colony forming cells and mature endothelial cells"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55695/suppl"	26669908		"Krisztina Szoke"	"Sep 30, 2015"
GSE71375	"Genome-wide analysis of human mammary epithelial cells after kd of TRIM29"	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71375/suppl"			"JUNGWOO EUN"	"Sep 30, 2015"
GSE66614	"Multi-platform assessment of transcriptional profiling technologies utilizing a precise probe mapping methodology (Illumina_HT12)"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66614/suppl"	26385698		"Jinsheng Yu"	"Sep 28, 2015"
GSE66649	"Multi-platform assessment of transcriptional profiling technologies utilizing a precise probe mapping methodology"	"Expression profiling by high throughput sequencing;Expression profiling by array"	"Homo sapiens"	70		"CEL;CHP;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66649/suppl"	26385698		"Jinsheng Yu"	"Sep 28, 2015"
GSE68655	"human Ino80 chromatin remodeling complex downstream gene"	"Expression profiling by array"	"Homo sapiens"	5		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68655/suppl"	26340092		"Yong Cai"	"Sep 26, 2015"
GSE61756	"Targeting FAK and EGFR/HER-2 with small molecule inhibitors in SKBR-3 breast cancer cell"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61756/suppl"			"Dan Wang"	"Sep 25, 2015"
GSE73378	"Whole blood gene expression profiles of patients with a past aneurysmal subarachnoid hemorrhage"	"Expression profiling by array"	"Homo sapiens"	226		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73378/suppl"	26439625		"Femke NG van 't Hof"	"Sep 24, 2015"
GSE68503	"Cellular Transcriptional Responses to Merkel cell polyomavirus T antigens"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68503/suppl"	26385761		"Kathleen F Richards"	"Sep 21, 2015"
GSE73158	"Autophagy and alternative NF-kappaB inhibition by RNAi against RELB, ATG5 or ULK1 in A549 human cancer cells"	"Expression profiling by array"	"Homo sapiens"	21		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73158/suppl"			"Simon Wilkinson"	"Sep 18, 2015"
GSE68453	"Systems analysis of adaptive responses to MAP Kinase pathway blockade in BRAF mutant melanoma."	"Expression profiling by array"	"Homo sapiens"	180				26405815		"Stefan Bekiranov"	"Sep 16, 2015"
GSE73061	"Gene expression profiling of the effects of organic dust in lung epithelial and THP-1 cells reveals inductive effects on inflammatory mediators [391 expt: A549 vs BEAS 2B]"	"Expression profiling by array"	"Homo sapiens"	12		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73061/suppl"	26884459		"David S Loose"	"Sep 16, 2015"
GSE73062	"Gene expression profiling of the effects of organic dust in lung epithelial and THP-1 cells reveals inductive effects on inflammatory mediators [452 expt: THP-1 vs BEAS 2B]"	"Expression profiling by array"	"Homo sapiens"	12		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73062/suppl"	26884459		"David S Loose"	"Sep 16, 2015"
GSE73063	"Gene expression profiling of the effects of organic dust in lung epithelial and THP-1 cells reveals inductive effects on inflammatory mediators"	"Expression profiling by array"	"Homo sapiens"	24		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73063/suppl"	26884459		"David S Loose"	"Sep 16, 2015"
GSE60244	"Transcriptional Profiling is Superior to Procalcitonin to Discriminate Bacterial vs. Viral Lower Respiratory Tract Infections in Hospitalized Adults"	"Expression profiling by array"	"Homo sapiens"	158		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60244/suppl"	25637350		"Nicole Baldwin"	"Sep 14, 2015"
GSE68339	"Interplay between promoter methylation and chromosomal loss in gene silencing at 3p11-p14 in cervical cancer"	"Expression profiling by array;Methylation profiling by array"	"Homo sapiens"	391		"TXT;XLS"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68339/suppl"	26291246		"Heidi Lyng"	"Sep 14, 2015"
GSE54986	"Genome-wide analysis of colorectal cancer"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54986/suppl"			"wang li yong"	"Sep 10, 2015"
GSE70498	"The histone demethylase JMJD1A is essential to prostate cancer cells through regulation of c-Myc expression"	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70498/suppl"	26279298		"Natasha Sahgal"	"Sep 08, 2015"
GSE72708	"Akt regulates Progesterone Receptor B transcription"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72708/suppl"	26996671		"Irene Inkyung Lee"	"Sep 04, 2015"
GSE57183	"Molecular profiles of Systemic Juvenile Idiopathic Arthritis patients"	"Expression profiling by array"	"Homo sapiens"	14		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57183/suppl"	26267155		"Chester T Ni"	"Sep 03, 2015"
GSE63888	"Gene expression changes induced in K562 cells by the homeobox gene DLX4 and by treatment with Activin A and phorbol 12-myristate 13-acetate"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63888/suppl"	26208636		"Bon Quy Trinh"	"Sep 02, 2015"
GSE72625	"Gastrointestinal symptoms and pathology in patients with Common variable immunodeficiency"	"Expression profiling by array"	"Homo sapiens"	47		"TXT;ZIP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72625/suppl"	27527747		"Silje Fjellgård Jørgensen"	"Sep 02, 2015"
GSE54989	"A protein network of common susceptibility genes provides a link in the genetic architecture of chronic inflammation and cardiovascular disease"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54989/suppl"			"Mona Riemenschneider"	"Sep 01, 2015"
GSE59216	"Genome-wide transcription profiling of 22q11.2 deletion syndrome reveals functional pathways related to phenotypic expression of psychosis and autism spectrum disorder"	"Expression profiling by array"	"Homo sapiens"	112		"CSV"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59216/suppl"	26201030		"Giovanni Coppola"	"Sep 01, 2015"
GSE61411	"Effects of Active or Inactive PARP9/DTX3L Overexpression on ISG Expression"	"Expression profiling by array"	"Homo sapiens"	10		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61411/suppl"	26479788		"Anand Champak Patel"	"Sep 01, 2015"
GSE61421	"PARP9 and DTX3L in Antiviral Host Defense"	"Expression profiling by array"	"Homo sapiens;Mus musculus"	31				26479788		"Anand Champak Patel"	"Sep 01, 2015"
GSE67983	"Differences in the transcriptomic response of human adult, neonatal, and older adult monocytes to Listeria monocytogenes infection"	"Expression profiling by array"	"Homo sapiens"	72		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67983/suppl"			"Kathleen Wee"	"Sep 01, 2015"
GSE68164	"Integrated miRNA and gene expression analysis of prostate cancer associated fibroblasts supports a prominent role for interleukin-6 in fibroblast activation [gene]"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68164/suppl"	26375444		"Maurizio Callari"	"Sep 01, 2015"
GSE68166	"Integrated miRNA and gene expression analysis of prostate cancer associated fibroblasts supports a prominent role for interleukin-6 in fibroblast activation"	"Expression profiling by array;Other"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68166/suppl"	26375444		"Maurizio Callari"	"Sep 01, 2015"
GSE69226	"Anti-tumor activity and acquired resistance mechanism of Dovitinib (TKI258) in RET rearranged lung adenocarcinoma"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69226/suppl"	26208525		"Kyoung-Ho Pyo"	"Sep 01, 2015"
GSE70949	"Antitumor Activity of the Novel Flavonoid Oncamex in Preclinical Breast Cancer Models"	"Expression profiling by array"	"Homo sapiens"	10		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70949/suppl"			"Carlos Martinez-Perez"	"Sep 01, 2015"
GSE72535	"CD163 macrophages display mixed polarizations in discoid lupus skin"	"Expression profiling by array"	"Homo sapiens"	17		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72535/suppl"	26568320		"Benjamin Chong"	"Sep 01, 2015"
GSE63026	"Gene expression analysis of Neoechinulin B (NeoB)-treated Huh7.5.1 cells"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63026/suppl"	27489280		"Piero Carninci"	"Aug 31, 2015"
GSE66972	"Characterisation of Two New Th17-Subsets with Distinct Contribution to HIV-1 Persistence under Antiretroviral Therapy"	"Expression profiling by array"	"Homo sapiens"	20		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66972/suppl"			"Jean-Philippe Goulet"	"Aug 31, 2015"
GSE71420	"Cohesin recruits the Esco1 acetyltransferase genomewide to repress transcription and promote cohesion in somatic cells"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71420/suppl"	26305936		"Jeffrey Zhao"	"Aug 25, 2015"
GSE72258	"Microarray data for Rheumatoid arthritis synovial fibroblast (RASF) after C5orf30 and HDAC1 knockdown"	"Expression profiling by array"	"Homo sapiens"	12		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72258/suppl"	26316022		"Munitta Muthana"	"Aug 22, 2015"
GSE55276	"Temporal Response to seasonal and pandemic H1N1 infection in human DCs- Donor 1"	"Expression profiling by array"	"Homo sapiens"	120		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55276/suppl"	26223639		"Hailong Meng"	"Aug 20, 2015"
GSE55277	"Temporal Response to seasonal and pandemic H1N1 infection in human DCs - Donor2"	"Expression profiling by array"	"Homo sapiens"	120		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55277/suppl"	26223639		"Hailong Meng"	"Aug 20, 2015"
GSE55278	"Temporal Response to seasonal and pandemic H1N1 infection in human DCs"	"Expression profiling by array"	"Homo sapiens"	240				26223639		"Hailong Meng"	"Aug 20, 2015"
GSE64885	"Identification of a novel cofactor, SH3YL1, that functions through interaction with the androgen receptor N-terminal polyproline domain"	"Expression profiling by array"	"Homo sapiens"	36		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64885/suppl"	26305679		"Jeffrey Chang"	"Aug 20, 2015"
GSE72158	"Adipose tissue remodeling during drastic weight loss"	"Expression profiling by array"	"Homo sapiens"	84		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72158/suppl"			"veronique PELLOUX"	"Aug 19, 2015"
GSE70479	"Effects on gene expression of nuclear export inhibitor in control and TP53-knockdown cell line of mantle cell lymphoma"	"Expression profiling by array"	"Homo sapiens"	12		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70479/suppl"			"Wencai Ma"	"Aug 18, 2015"
GSE72078	"Whole genome expression analysis of Human Induced pluripotent stem cells using Illumina Human HT-12 BeadChip"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72078/suppl"			"Behnam A Baghbaderani"	"Aug 15, 2015"
GSE72040	"Enhanced Expression of FKBP51 in Endometrium of Women Using Long-Acting Progestin-Only Contraceptives: Implications for Functional Progesterone and Glucocorticoid Withdrawal"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72040/suppl"			"S. Joseph Huang"	"Aug 14, 2015"
GSE58386	"Slug-dependent upregulation of L1CAM is responsible for the increased invasion potential of pancreatic cancer cells following long-term 5-FU-treatment"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58386/suppl"	25860483		"Ian Mills"	"Aug 11, 2015"
GSE70044	"Genome-wide analysis of the genetic regulation of gene expression in human neutrophils"	"Expression profiling by array"	"Homo sapiens"	114		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70044/suppl"	26259071		"Bernett Lee"	"Aug 10, 2015"
GSE60438	"Transcriptome profiling of deciduas from pre-eclamptic and normotensive pregnancies"	"Expression profiling by array"	"Homo sapiens"	125		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60438/suppl"	26010865		"Eric K Moses"	"Aug 05, 2015"
GSE63061	"Alzheimer, Mild Cognitive impairment and control samples from AddneuroMed Cohort (batch 2)"	"Expression profiling by array"	"Homo sapiens"	388		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63061/suppl"	26343147		"Jamie Timmons"	"Aug 05, 2015"
GSE63063	"Alzheimer, Mild Cognitive impairment and control samples from AddneuroMed Cohort"	"Expression profiling by array"	"Homo sapiens"	717				26343147		"Jamie Timmons"	"Aug 05, 2015"
GSE50841	"Genome-wide analysis of colon cancer cell SW480_Control, _BOP1, _CKS2 and _NFIL3 treated with different inhibitors"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50841/suppl"	26156959		"Jingjing Qi"	"Aug 04, 2015"
GSE71634	"Gene expression profiling of healthy controls upon Interferon-beta stimulation"	"Expression profiling by array"	"Homo sapiens"	40		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71634/suppl"	26644207		"Ferdinando Clarelli"	"Aug 03, 2015"
GSE55029	"CCR-5 using HIV-1 induces an anti-inflammatory profile in primary macrophages"	"Expression profiling by array"	"Homo sapiens"	48		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55029/suppl"			"Fernando O Martinez Estrada"	"Aug 01, 2015"
GSE60698	"Genome-wide expression microarray analysis of seminoma-like TCam-2 cells during transition into an embryonal carcinoma-like state"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60698/suppl"	26226633		"Daniel Nettersheim"	"Aug 01, 2015"
GSE67637	"Molecular changes induced in melanoma cells by stromal cells and anti-BRAF therapy."	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67637/suppl"	26918352		"Lina Prasmickaite"	"Aug 01, 2015"
GSE66406	"Explosure of breast cancer cells promotes estrogen-dependent and -independent cell proliferation mechanisms tied to clinical outcomes identified in ER+ breast cancers"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66406/suppl"			"Nicholes Candelaria"	"Jul 31, 2015"
GSE66489	"Differential gene regulation by miR-142-3p and miR-K10a isomiRs"	"Expression profiling by array"	"Homo sapiens"	15		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66489/suppl"	26137849		"Eva Gottwein"	"Jul 31, 2015"
GSE70768	"Prostate cancer stratification using molecular profiles [CamCap ExpressionArray]"	"Expression profiling by array"	"Homo sapiens"	199		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70768/suppl"	26501111		"Chandra Chilamakuri"	"Jul 30, 2015"
